system,accuracy,precision,recall,f1,roc_auc,num_features
static_without_ln_identifier_role_count_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8009444444444445,44
static_without_identifier_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.79955,44
static_without_retrieval_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011722222222222,44
static_without_ln_statement_distribution_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8010166666666667,44
static_without_ln_exception_count_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8018944444444444,44
static_without_control_flow_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8010166666666667,44
static_without_ast_depth_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8010277777777778,44
static_without_edit_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011722222222222,44
static_without_ast_shape_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8004444444444444,44
static_without_nesting_depth_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8007666666666666,44
static_without_ln_syntax_both_valid,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011666666666667,44
static_without_syntax_proxy,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011666666666667,44
static_without_ln_branch_count_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8010055555555555,44
static_without_ln_control_profile_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.801061111111111,44
static_without_ln_identifier_role_distribution_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8013777777777777,44
static_without_ln_nesting_depth_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8007666666666666,44
static_only,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011833333333335,45
static_without_ln_branching_factor_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011833333333335,44
static_without_ln_max_ast_depth_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8010277777777778,44
static_without_ln_class_count_similarity,0.7433333333333333,0.6547085201793722,0.4866666666666667,0.5583173996175909,0.8011833333333335,44
static_without_ln_def_use_count_similarity,0.7422222222222222,0.6517857142857143,0.4866666666666667,0.5572519083969466,0.8022944444444444,44
static_without_type_similarity,0.7422222222222222,0.6517857142857143,0.4866666666666667,0.5572519083969466,0.8013555555555555,44
static_without_ln_assignment_density_similarity,0.7411111111111112,0.6488888888888888,0.4866666666666667,0.5561904761904762,0.8015333333333334,44
static_without_api_mismatch_score,0.7422222222222222,0.6545454545454545,0.48,0.5538461538461539,0.8012722222222222,44
static_without_ln_read_write_ratio_similarity,0.7388888888888889,0.6470588235294118,0.4766666666666667,0.5489443378119002,0.8027722222222222,44
static_without_ast_similarity,0.7355555555555555,0.6371681415929203,0.48,0.5475285171102662,0.7980722222222223,44
static_without_ln_return_count_similarity,0.7388888888888889,0.6484018264840182,0.47333333333333333,0.5472061657032755,0.7994944444444445,44
static_without_ln_operator_family_similarity,0.7366666666666667,0.6412556053811659,0.4766666666666667,0.5468451242829828,0.8011999999999999,44
static_without_ln_cfg_edges_similarity,0.7388888888888889,0.6497695852534562,0.47,0.5454545454545454,0.8031555555555555,44
static_without_ln_statement_density_similarity,0.7344444444444445,0.6355555555555555,0.4766666666666667,0.5447619047619048,0.8036777777777777,44
static_without_ln_cyclomatic_complexity_similarity,0.74,0.6542056074766355,0.4666666666666667,0.5447470817120622,0.8058333333333333,44
static_without_ln_identifier_count_similarity,0.7377777777777778,0.6467889908256881,0.47,0.5444015444015444,0.7999833333333332,44
static_without_length_ratio,0.7344444444444445,0.639269406392694,0.4666666666666667,0.5394990366088632,0.8018333333333333,44
static_without_token_jaccard,0.7277777777777777,0.6211453744493393,0.47,0.5351043643263758,0.7944944444444444,44
static_without_identifier_role_similarity,0.7344444444444445,0.6445497630331753,0.4533333333333333,0.5322896281800391,0.7958333333333334,44
static_without_operator_pattern_similarity,0.7211111111111111,0.6218905472636815,0.4166666666666667,0.499001996007984,0.8061333333333335,44
language_normalized_only,0.6933333333333334,0.5576923076923077,0.38666666666666666,0.4566929133858268,0.7262888888888888,33
syntactic_plus_weak_proxy,0.71,0.6089385474860335,0.36333333333333334,0.4551148225469729,0.8073916666666666,7
normalized_program_plus_weak_proxy,0.71,0.6089385474860335,0.36333333333333334,0.4551148225469729,0.8073916666666666,7
normalized_control_plus_normalized_program,0.6788888888888889,0.5258215962441315,0.37333333333333335,0.43664717348927873,0.7156333333333333,12
normalized_control_plus_syntactic,0.6788888888888889,0.5258215962441315,0.37333333333333335,0.43664717348927873,0.715688888888889,12
normalized_program_plus_semantic_static,0.7,0.5949367088607594,0.31333333333333335,0.4104803493449782,0.8116944444444444,5
semantic_static_plus_syntactic,0.7,0.5949367088607594,0.31333333333333335,0.4104803493449782,0.8116944444444444,5
normalized_operator_plus_syntactic,0.7033333333333334,0.6222222222222222,0.28,0.38620689655172413,0.6800277777777778,3
normalized_operator_plus_normalized_program,0.7033333333333334,0.6222222222222222,0.28,0.38620689655172413,0.6800277777777778,3
normalized_operator_plus_weak_proxy,0.6922222222222222,0.5804195804195804,0.27666666666666667,0.3747178329571106,0.7251916666666667,8
normalized_operator_plus_semantic_static,0.6944444444444444,0.5899280575539568,0.2733333333333333,0.3735763097949886,0.7030222222222223,6
structural_only,0.6811111111111111,0.543046357615894,0.2733333333333333,0.36363636363636365,0.6534444444444444,24
normalized_control_plus_normalized_operator,0.6866666666666666,0.5652173913043478,0.26,0.3561643835616438,0.6566277777777777,13
normalized_structure_plus_weak_proxy,0.6877777777777778,0.5703703703703704,0.25666666666666665,0.35402298850574715,0.7313777777777778,17
lexical_plus_weak_proxy,0.6888888888888889,0.578125,0.24666666666666667,0.34579439252336447,0.7310805555555555,7
semantic_static_plus_weak_proxy,0.6855555555555556,0.5669291338582677,0.24,0.3372365339578454,0.734297222222222,10
normalized_identifier_plus_weak_proxy,0.6844444444444444,0.5666666666666667,0.22666666666666666,0.3238095238095238,0.7384777777777777,10
normalized_call_plus_weak_proxy,0.6833333333333333,0.5641025641025641,0.22,0.31654676258992803,0.734475,7
normalized_control_plus_semantic_static,0.6688888888888889,0.5076923076923077,0.22,0.30697674418604654,0.7077444444444445,15
weak_proxy_only,0.6788888888888889,0.5470085470085471,0.21333333333333335,0.3069544364508393,0.7335027777777778,6
normalized_dataflow_plus_weak_proxy,0.68,0.5526315789473685,0.21,0.30434782608695654,0.7352305555555557,9
normalized_control_plus_weak_proxy,0.68,0.5526315789473685,0.21,0.30434782608695654,0.7347083333333333,17
normalized_structure_plus_semantic_static,0.6688888888888889,0.509090909090909,0.18666666666666668,0.2731707317073171,0.7014444444444445,15
normalized_dataflow_plus_semantic_static,0.67,0.5142857142857142,0.18,0.26666666666666666,0.7266555555555556,7
normalized_call_plus_semantic_static,0.6711111111111111,0.52,0.17333333333333334,0.26,0.7279666666666668,5
normalized_identifier_plus_semantic_static,0.6688888888888889,0.5098039215686274,0.17333333333333334,0.25870646766169153,0.7156777777777779,8
lexical_plus_semantic_static,0.6711111111111111,0.5208333333333334,0.16666666666666666,0.25252525252525254,0.7283777777777779,5
semantic_static_only,0.67,0.5154639175257731,0.16666666666666666,0.2518891687657431,0.7171222222222222,12
identifier_only,0.6677777777777778,0.5050505050505051,0.16666666666666666,0.2506265664160401,0.7127166666666667,1
normalized_call_plus_normalized_operator,0.6855555555555556,0.6440677966101694,0.12666666666666668,0.2116991643454039,0.6082277777777779,3
normalized_operator_plus_normalized_structure,0.6688888888888889,0.5128205128205128,0.13333333333333333,0.21164021164021163,0.6076444444444445,13
retrieval_only,0.6688888888888889,0.5142857142857142,0.12,0.1945945945945946,0.6155444444444444,1
normalized_control_plus_normalized_identifier,0.6644444444444444,0.4857142857142857,0.11333333333333333,0.1837837837837838,0.6373444444444444,15
normalized_control_plus_normalized_structure,0.6611111111111111,0.4657534246575342,0.11333333333333333,0.18230563002680966,0.6280444444444444,22
normalized_structure_plus_syntactic,0.6588888888888889,0.44776119402985076,0.1,0.16348773841961853,0.6288,12
normalized_program_plus_normalized_structure,0.6588888888888889,0.44776119402985076,0.1,0.16348773841961853,0.6288,12
normalized_identifier_plus_normalized_operator,0.6811111111111111,0.6511627906976745,0.09333333333333334,0.16326530612244897,0.6167333333333334,6
normalized_control_plus_normalized_dataflow,0.6644444444444444,0.48148148148148145,0.08666666666666667,0.14689265536723164,0.6334111111111111,14
normalized_dataflow_plus_normalized_operator,0.6722222222222223,0.5581395348837209,0.08,0.13994169096209913,0.6077555555555556,5
normalized_operator_only,0.6777777777777778,0.7272727272727273,0.05333333333333334,0.09937888198757763,0.6077944444444445,2
lexical_plus_normalized_operator,0.6777777777777778,0.7272727272727273,0.05333333333333334,0.09937888198757763,0.6082500000000001,3
normalized_call_plus_normalized_control,0.6666666666666666,0.5,0.04666666666666667,0.08536585365853659,0.6351555555555556,12
normalized_identifier_plus_normalized_structure,0.6611111111111111,0.3076923076923077,0.013333333333333334,0.025559105431309903,0.5672111111111111,15
normalized_dataflow_plus_normalized_structure,0.6655555555555556,0.4,0.006666666666666667,0.013114754098360656,0.5522444444444444,14
lexical_plus_normalized_structure,0.6655555555555556,0.4,0.006666666666666667,0.013114754098360656,0.5528222222222223,12
normalized_structure_only,0.6655555555555556,0.4,0.006666666666666667,0.013114754098360656,0.5462888888888889,11
normalized_call_plus_normalized_structure,0.6644444444444444,0.3333333333333333,0.006666666666666667,0.013071895424836602,0.5505444444444445,12
normalized_call_plus_normalized_dataflow,0.6666666666666666,0.0,0.0,0.0,0.5475444444444445,4
normalized_call_plus_normalized_identifier,0.6666666666666666,0.0,0.0,0.0,0.5614444444444444,5
normalized_call_plus_normalized_program,0.6666666666666666,0.0,0.0,0.0,0.6171333333333333,2
normalized_identifier_only,0.6666666666666666,0.0,0.0,0.0,0.5610388888888889,4
syntactic_only,0.6666666666666666,0.0,0.0,0.0,0.5891666666666666,1
normalized_control_only,0.6666666666666666,0.0,0.0,0.0,0.6355944444444446,11
normalized_call_only,0.6666666666666666,0.0,0.0,0.0,0.5369722222222222,1
lexical_plus_normalized_call,0.6666666666666666,0.0,0.0,0.0,0.5518833333333334,2
cfg_only,0.6666666666666666,0.0,0.0,0.0,0.6160111111111114,1
lexical_only,0.6666666666666666,0.0,0.0,0.0,0.5523722222222223,1
ast_only,0.6666666666666666,0.0,0.0,0.0,0.5466722222222222,1
api_only,0.6666666666666666,0.0,0.0,0.0,0.5884055555555555,1
syntax_only,0.6666666666666666,0.0,0.0,0.0,0.5891666666666666,1
lexical_plus_normalized_control,0.6666666666666666,0.0,0.0,0.0,0.6357999999999999,12
lexical_plus_normalized_identifier,0.6666666666666666,0.0,0.0,0.0,0.5627,5
lexical_plus_normalized_dataflow,0.6666666666666666,0.0,0.0,0.0,0.55625,4
lexical_plus_normalized_program,0.6666666666666666,0.0,0.0,0.0,0.6410166666666666,2
lexical_plus_syntactic,0.6666666666666666,0.0,0.0,0.0,0.6410166666666666,2
normalized_dataflow_only,0.6666666666666666,0.0,0.0,0.0,0.5294944444444445,3
normalized_dataflow_plus_syntactic,0.6655555555555556,0.0,0.0,0.0,0.6158666666666666,4
normalized_dataflow_plus_normalized_identifier,0.6666666666666666,0.0,0.0,0.0,0.5726833333333333,7
normalized_dataflow_plus_normalized_program,0.6655555555555556,0.0,0.0,0.0,0.6158666666666666,4
normalized_identifier_plus_syntactic,0.6666666666666666,0.0,0.0,0.0,0.6349888888888889,5
normalized_identifier_plus_normalized_program,0.6666666666666666,0.0,0.0,0.0,0.6349888888888889,5
normalized_program_plus_syntactic,0.6666666666666666,0.0,0.0,0.0,0.5891666666666666,2
normalized_call_plus_syntactic,0.6666666666666666,0.0,0.0,0.0,0.6171333333333333,2
